Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
Cosmetology,COSM,COSM 95D,1633,ASSADI J,0.0,0.0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,8
Counseling,COUNS,COUNS 1,1634,TREJO A D,0.0,0.0,0.0,0.0,0.0,31,2,0.0,4,0.0,37
Counseling,COUNS,COUNS 1,1635,TREJO A D,0.0,0.0,0.0,0.0,0.0,24,7,0.0,3,0.0,34
Counseling,COUNS,COUNS 11,1636,FINLEY S F,0.0,0.0,0.0,0.0,0.0,34,3,0.0,1,0.0,38
Counseling,COUNS,COUNS 11,1637,ROWLAND Y T,0.0,0.0,0.0,0.0,0.0,35,5,0.0,0.0,0.0,40
Counseling,COUNS,COUNS 11,1638,ESQUIVEL E,0.0,0.0,0.0,0.0,0.0,22,13,0.0,1,0.0,36
Counseling,COUNS,COUNS 11,1639,NISHIYAMA T K,0.0,0.0,0.0,0.0,0.0,17,3,0.0,2,0.0,22
Counseling,COUNS,COUNS 11,1640,TRAN NI,0.0,0.0,0.0,0.0,0.0,17,16,0.0,2,0.0,35
Counseling,COUNS,COUNS 12,1642,TRACHTENBERG J M,20,5,2,2,2,0.0,0.0,0.0,0.0,0.0,31
Counseling,COUNS,COUNS 12,1643,JOHNSON DE A,15,4,1,0.0,9,0.0,0.0,0.0,1,0.0,30
Counseling,COUNS,COUNS 12,1644,GAUSMAN J M,15,5,3,3,2,0.0,0.0,0.0,0.0,0.0,28
Counseling,COUNS,COUNS 12,1645,GURROLA D M,12,2,0.0,1,4,0.0,0.0,0.0,6,0.0,25
Counseling,COUNS,COUNS 12,1646,SRAPYAN G,14,1,2,1,1,1,1,0.0,0.0,0.0,21
Counseling,COUNS,COUNS 12,1649,TRACHTENBERG J M,17,4,1,2,1,0.0,0.0,0.0,0.0,0.0,25
Counseling,COUNS,COUNS 12,1651,GAUSMAN J M,16,4,1,1,6,0.0,0.0,0.0,1,0.0,29
Counseling,COUNS,COUNS 12,1652,GURROLA D M,14,3,0.0,0.0,4,0.0,0.0,0.0,2,0.0,23
Counseling,COUNS,COUNS 12,3390,FOX M P,14,4,0.0,2,3,0.0,0.0,0.0,2,0.0,25
Counseling,COUNS,COUNS 12,1650,JOHNSON DE A,4,4,2,1,9,0.0,0.0,5,8,0.0,33
Counseling,COUNS,COUNS 15,1654,FOX M P,22,4,3,2,3,2,0.0,0.0,1,0.0,37
Counseling,COUNS,COUNS 15,1655,FOX M P,20,1,2,1,3,2,0.0,0.0,1,0.0,30
Counseling,COUNS,COUNS 20,1657,GALINDO O A,11,1,3,1,14,0.0,0.0,0.0,5,0.0,35
Counseling,COUNS,COUNS 20,1658,GALINDO O A,8,7,0.0,1,10,1,3,0.0,5,0.0,35
Counseling,COUNS,COUNS 20,1659,COOPER D J,11,3,1,0.0,5,0.0,0.0,0.0,10,0.0,30
Counseling,COUNS,COUNS 20,1660,COOPER D J,12,3,6,1,3,0.0,0.0,0.0,5,0.0,30
Counseling,COUNS,COUNS 20,1661,COOPER D J,18,2,0.0,1,4,0.0,0.0,0.0,4,0.0,29
Counseling,COUNS,COUNS 20,1662,HACKETT C D,3,5,5,4,4,1,0.0,0.0,6,0.0,28
Counseling,COUNS,COUNS 20,1663,VALENTINE D,3,1,1,1,1,0.0,0.0,0.0,9,0.0,16
Counseling,COUNS,COUNS 20,1664,MALZONE V B,12,5,2,2,2,0.0,1,0.0,7,0.0,31
Counseling,COUNS,COUNS 20,1665,MALZONE V B,13,7,4,1,3,0.0,0.0,0.0,6,0.0,34
Counseling,COUNS,COUNS 20,1666,VALENTINE D,1,2,3,1,1,1,0.0,0.0,13,0.0,22
Counseling,COUNS,COUNS 20,1667,TILLEY ROSILYNN E,5,5,1,1,0.0,0.0,0.0,0.0,7,0.0,19
Counseling,COUNS,COUNS 20,1668,MALZONE V B,10,13,2,0.0,1,0.0,0.0,0.0,9,0.0,35
Counseling,COUNS,COUNS 20,1669,FELIX J,14,5,4,0.0,2,1,0.0,0.0,2,0.0,28
Counseling,COUNS,COUNS 20,1670,TILLEY ROSILYNN E,5,2,8,2,2,0.0,0.0,0.0,7,0.0,26
Counseling,COUNS,COUNS 20,1671,FELIX J,13,5,1,1,5,0.0,1,0.0,0.0,0.0,26
Counseling,COUNS,COUNS 20,1673,FELIX J,12,3,1,1,6,0.0,2,0.0,5,0.0,30
Counseling,COUNS,COUNS 20,1674,VALENTINE D,3,0.0,2,0.0,3,0.0,1,0.0,10,0.0,19
Counseling,COUNS,COUNS 20,1676,VALLEJO O,7,9,1,2,3,0.0,0.0,0.0,4,0.0,26
Counseling,COUNS,COUNS 20,3369,TREJO A D,9,4,0.0,1,3,0.0,0.0,0.0,11,0.0,28
Counseling,COUNS,COUNS 20,1675,TREJO A D,11,1,1,0.0,2,0.0,0.0,1,6,0.0,22
Counseling,COUNS,COUNS 88B,1692,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 88C,1693,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 90A,1694,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,0.0,7
Counseling,COUNS,COUNS 90B,1695,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,0.0,7
Counseling,COUNS,COUNS 90C,1696,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,0.0,6
Counseling,COUNS,COUNS 90D,1697,GURROLA D M,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
Counseling,CIS,CIS 1,1446,EL-KHOURY N R,17,3,2,1,1,0.0,0.0,0.0,3,0.0,27
Counseling,CIS,CIS 1,1447,SCOTT JACQUELINE D,8,6,1,1,5,0.0,2,0.0,4,0.0,27
Counseling,CIS,CIS 1,1448,ZIMMERMAN W L,6,6,6,2,3,0.0,0.0,0.0,2,0.0,25
Counseling,CIS,CIS 1,1449,SCOTT JACQUELINE D,8,4,3,2,7,0.0,0.0,0.0,5,0.0,29
Counseling,CIS,CIS 4,1450,JERRY G S,17,3,2,1,1,0.0,0.0,0.0,0.0,0.0,24
Counseling,CIS,CIS 4,1451,JERRY G S,16,5,2,2,4,0.0,0.0,0.0,2,0.0,31
Counseling,CIS,CIS 4,1452,JERRY G S,18,6,4,0.0,2,1,0.0,0.0,0.0,0.0,31
Counseling,CIS,CIS 4,1453,JERRY G S,16,5,3,1,1,0.0,0.0,0.0,1,0.0,27
Counseling,CIS,CIS 4,1454,CANADA S A,24,1,2,1,0.0,0.0,0.0,0.0,1,0.0,29
Counseling,CIS,CIS 4,1455,CANADA S A,15,6,0.0,1,0.0,0.0,0.0,0.0,4,0.0,26
Counseling,CIS,CIS 4,1456,CANADA S A,16,4,2,1,1,0.0,0.0,0.0,2,0.0,26
Counseling,CIS,CIS 4,1457,EL-KHOURY N R,12,1,3,1,2,0.0,1,0.0,11,0.0,31
Counseling,CIS,CIS 9A,1458,DARWICHE J,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0.0,5
Counseling,CIS,CIS 9B,1459,DARWICHE J,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,4
Counseling,CIS,CIS 30,1460,BOLANDHEMAT F,16,4,0.0,1,1,1,0.0,0.0,1,0.0,24
Counseling,CIS,CIS 30,1461,BOLANDHEMAT F,13,5,3,0.0,0.0,0.0,0.0,0.0,4,0.0,25
Counseling,CIS,CIS 30,3241,ZIMMERMAN W L,9,1,1,0.0,4,0.0,0.0,0.0,6,0.0,21
Counseling,CIS,CIS 30T,1462,BOLANDHEMAT F,13,6,0.0,0.0,2,0.0,0.0,0.0,3,0.0,24
Counseling,CIS,CIS 35B,1463,VALDIVIA O,12,3,1,0.0,2,0.0,1,0.0,5,0.0,24
Counseling,CIS,CIS 37,1464,JERRY G S,20,6,1,0.0,0.0,0.0,0.0,0.0,4,0.0,31
Counseling,CIS,CIS 38,1465,VALDIVIA O,8,3,1,0.0,1,0.0,0.0,0.0,6,0.0,19
Counseling,CIS,CIS 39,1466,JERRY G S,15,5,0.0,1,0.0,1,0.0,0.0,1,0.0,23
Counseling,CIS,CIS 50,1467,EL-KHOURY N R,15,2,1,1,1,0.0,0.0,1,1,0.0,22
Counseling,CIS,CIS 51,1468,BOLANDHEMAT F,8,0.0,2,0.0,1,1,0.0,0.0,1,0.0,13
Counseling,CIS,CIS 54,1469,CLARK G B,11,1,1,1,1,0.0,0.0,0.0,6,0.0,21
Counseling,CIS,CIS 60A,1470,VALDIVIA O,8,3,1,1,1,0.0,1,0.0,3,0.0,18
Counseling,CIS,CIS 60B,1471,VALDIVIA O,5,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11
Counseling,CIS,CIS 67,1472,CLARK G B,10,1,1,1,0.0,1,0.0,0.0,5,0.0,19
Counseling,CIS,CIS 70,1473,ROTHAUPT B L,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Counseling,CIS,CIS 70,1474,ROTHAUPT B L,5,1,0.0,0.0,1,0.0,0.0,0.0,1,0.0,8
Counseling,CS,CS 3,1698,SUPAT W,18,7,5,0.0,4,0.0,2,0.0,3,0.0,39
Counseling,CS,CS 3,1699,SUPAT W,21,8,2,1,8,1,0.0,0.0,0.0,0.0,41
Counseling,CS,CS 3,1700,BOLANDHEMAT F,15,5,3,1,5,0.0,0.0,0.0,1,0.0,30
Counseling,CS,CS 3,1701,HAGHOO M,20,4,2,0.0,3,1,0.0,0.0,11,0.0,41
Counseling,CS,CS 3,1702,HURLEY D P,19,6,1,0.0,0.0,0.0,0.0,0.0,11,0.0,37
Counseling,CS,CS 3,1703,HURLEY D P,17,7,1,0.0,0.0,0.0,0.0,0.0,7,0.0,32
Counseling,CS,CS 3,1706,HOTSINPILLER S S,13,7,4,0.0,12,1,0.0,0.0,3,0.0,40
Counseling,CS,CS 3,1707,BOLANDHEMAT F,17,6,5,2,3,0.0,1,0.0,1,0.0,35
Counseling,CS,CS 3,3326,HOTSINPILLER S S,17,3,5,0.0,10,0.0,0.0,0.0,2,0.0,37
Counseling,CS,CS 3,1704,MARCHAND K A,17,4,2,0.0,3,0.0,0.0,1,13,0.0,40
Counseling,CS,CS 3,1705,MARCHAND K A,15,6,4,0.0,3,0.0,0.0,2,10,0.0,40
Counseling,CS,CS 7,1708,SENO V T,11,3,1,0.0,4,1,1,0.0,3,0.0,24
Counseling,CS,CS 9A,1709,DARWICHE J,9,2,2,0.0,2,0.0,0.0,0.0,2,0.0,17
Counseling,CS,CS 9B,1710,DARWICHE J,3,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,5
Counseling,CS,CS 17,1711,STAHL H A,16,3,1,0.0,1,0.0,2,0.0,18,0.0,41
Counseling,CS,CS 17,1712,STAHL H A,7,4,4,1,6,0.0,2,0.0,15,0.0,39
Counseling,CS,CS 17,1713,STAHL H A,15,4,1,2,3,0.0,2,0.0,12,0.0,39
Counseling,CS,CS 17,3244,HAGHOO M,12,9,3,1,7,0.0,1,0.0,5,0.0,38
Counseling,CS,CS 20A,1714,BISHOP M S,17,7,2,0.0,2,1,1,0.0,13,0.0,43
Counseling,CS,CS 20A,1715,BISHOP M S,21,9,3,0.0,2,0.0,0.0,0.0,5,0.0,40
Counseling,CS,CS 20A,1716,NGUYEN L V,9,9,4,1,3,0.0,3,0.0,13,0.0,42
Counseling,CS,CS 20A,4266,NGUYEN L V,8,11,3,0.0,4,0.0,0.0,3,7,0.0,36
Counseling,CS,CS 20B,1717,SU J C,17,9,3,0.0,6,0.0,0.0,0.0,3,0.0,38
Counseling,CS,CS 30,1718,NGUYEN L V,11,9,2,1,4,2,1,0.0,10,0.0,40
Counseling,CS,CS 34A,1719,BISHOP M S,10,1,0.0,0.0,4,1,0.0,0.0,10,0.0,26
Counseling,CS,CS 40,4061,KOL K T,10,2,1,0.0,4,0.0,1,0.0,4,0.0,22
Counseling,CS,CS 42,4062,KURTZ K A,12,10,3,0.0,3,0.0,0.0,0.0,10,0.0,38
Counseling,CS,CS 42,4063,KURTZ K A,15,5,2,0.0,6,3,1,0.0,7,0.0,39
Counseling,CS,CS 42,4255,KURTZ K A,16,5,0.0,0.0,4,1,2,0.0,11,0.0,39
Counseling,CS,CS 50,1720,DEHKHODA A,16,8,4,4,2,0.0,1,0.0,3,0.0,38
Counseling,CS,CS 50,1721,DEHKHODA A,16,11,1,0.0,4,0.0,0.0,0.0,4,0.0,36
Counseling,CS,CS 50,1722,DEHKHODA A,18,9,3,1,2,0.0,0.0,0.0,2,0.0,35
Counseling,CS,CS 50,1723,KALISCH N A,22,13,4,1,2,1,0.0,0.0,0.0,0.0,43
Counseling,CS,CS 50,1724,DEHKHODA A,8,4,5,2,6,0.0,1,0.0,8,0.0,34
Counseling,CS,CS 50,1725,KALISCH N A,20,14,2,2,1,0.0,0.0,0.0,2,0.0,41
Counseling,CS,CS 50,3242,KOENIG P,24,0.0,0.0,3,7,0.0,0.0,0.0,3,0.0,37
Counseling,CS,CS 50,3327,SU J C,11,6,2,4,4,0.0,0.0,0.0,9,0.0,36
Counseling,CS,CS 52,1726,BISHOP M S,10,3,1,1,8,0.0,1,0.0,8,0.0,32
Counseling,CS,CS 52,1727,VIDAL S R,12,7,1,1,10,0.0,0.0,0.0,1,0.0,32
Counseling,CS,CS 52,1728,BISHOP M S,4,5,1,1,1,0.0,0.0,0.0,10,0.0,22
Counseling,CS,CS 52,1729,RATTANASOOK H,32,4,0.0,0.0,1,0.0,0.0,0.0,6,0.0,43
Counseling,CS,CS 52,1730,RATTANASOOK H,36,5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,43
Counseling,CS,CS 52,3243,KALISCH N A,24,7,1,1,1,0.0,0.0,0.0,5,0.0,39
Counseling,CS,CS 52,3328,RATTANASOOK H,21,5,2,0.0,2,0.0,0.0,0.0,4,0.0,34
Counseling,CS,CS 55,1731,DEHKHODA A,19,7,3,3,1,0.0,0.0,0.0,5,0.0,38
Counseling,CS,CS 55,1732,DEHKHODA A,13,8,4,5,0.0,2,0.0,0.0,4,0.0,36
Counseling,CS,CS 56,1733,DEHKHODA A,19,9,0.0,0.0,2,0.0,1,0.0,5,0.0,36
Counseling,CS,CS 60,1734,SHARMA V D,14,6,2,1,4,0.0,1,0.0,4,0.0,32
Counseling,CS,CS 60,1735,SHARMA V D,14,3,2,0.0,3,0.0,1,0.0,15,0.0,38
Counseling,CS,CS 70,4064,AMIRFAZLIAN M,2,14,6,2,0.0,0.0,0.0,0.0,3,0.0,27
Counseling,CS,CS 73A,1736,DARWICHE J,23,2,2,1,1,0.0,1,0.0,5,0.0,35
Counseling,CS,CS 73B,1737,CORBIN S L,22,4,0.0,0.0,9,0.0,0.0,0.0,1,0.0,36
Counseling,CS,CS 73C,1738,SENO V T,16,9,4,1,5,0.0,2,0.0,1,0.0,38
Counseling,CS,CS 73L,1739,DARWICHE J,4,8,3,0.0,1,2,1,0.0,2,0.0,21
Counseling,CS,CS 79A,1740,DABBAGH H,20,5,4,0.0,1,0.0,0.0,0.0,3,0.0,33
Counseling,CS,CS 79B,1741,SAMPLEWALA M S,6,11,2,0.0,2,0.0,2,0.0,2,0.0,25
Counseling,CS,CS 79C,1742,SENO V T,13,2,2,0.0,4,2,0.0,0.0,0.0,0.0,23
Counseling,CS,CS 79D,1743,SENO V T,15,3,0.0,0.0,8,1,2,0.0,2,0.0,31
Counseling,CS,CS 79F,1744,SENO V T,12,2,0.0,0.0,3,0.0,0.0,0.0,4,0.0,21
Counseling,CS,CS 79Y,1745,KOL K T,9,4,2,1,19,0.0,3,0.0,4,0.0,42
Counseling,CS,CS 79Z,1746,KOL K T,8,3,0.0,0.0,1,1,0.0,0.0,1,0.0,14
Counseling,CS,CS 80,1747,BOLANDHEMAT F,21,8,2,0.0,1,0.0,0.0,0.0,4,0.0,36
Counseling,CS,CS 81,1748,WANG AN C,17,3,3,1,5,1,1,0.0,5,0.0,36
Counseling,CS,CS 82A,1749,SENO V T,25,5,1,0.0,2,0.0,0.0,0.0,5,0.0,38
Counseling,CS,CS 82B,1750,SENO V T,20,2,1,1,5,0.0,1,0.0,5,0.0,35
Counseling,CS,CS 82C,1751,DAVILA S,9,2,2,1,2,0.0,1,0.0,0.0,0.0,17
Counseling,CS,CS 87A,1752,KOENIG P,32,4,0.0,1,0.0,0.0,0.0,0.0,2,0.0,39
Counseling,CS,CS 87A,1753,KOENIG P,35,2,0.0,1,0.0,1,0.0,0.0,4,0.0,43
Counseling,CS,CS 87A,1754,DARWICHE J,8,4,10,3,4,1,1,0.0,4,0.0,35
Counseling,CS,CS 87A,1755,DARWICHE J,7,5,8,2,4,0.0,1,0.0,7,0.0,34
Counseling,CS,CS 87A,1756,WANG AN C,32,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,35
Counseling,CS,CS 87B,1757,DARWICHE J,6,6,1,1,3,3,1,0.0,7,0.0,28
Counseling,CS,CS 88C,1760,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,OFTECH,OFTECH 1A,2811,VYOR S J,12,2,0.0,0.0,2,0.0,0.0,0.0,6,0.0,22
Counseling,OFTECH,OFTECH 1B,2812,VYOR S J,10,3,1,0.0,2,0.0,0.0,0.0,7,0.0,23
Counseling,OFTECH,OFTECH 1C,2813,VYOR S J,6,1,0.0,0.0,1,0.0,0.0,0.0,4,0.0,12
Counseling,OFTECH,OFTECH 9,2814,VYOR S J,2,0.0,3,0.0,0.0,0.0,0.0,0.0,7,0.0,12
Counseling,OFTECH,OFTECH 25,2815,REED A M,12,7,1,2,1,0.0,0.0,0.0,2,0.0,25
Counseling,OFTECH,OFTECH 26,2816,REED A M,20,2,3,0.0,0.0,0.0,0.0,0.0,1,0.0,26
Counseling,OFTECH,OFTECH 28,2817,REED A M,15,5,1,1,2,1,1,0.0,0.0,0.0,26
Counseling,OFTECH,OFTECH 30,2818,REED A M,7,2,2,0.0,1,0.0,0.0,0.0,2,0.0,14
Counseling,OFTECH,OFTECH 31,2819,REED A M,3,5,3,0.0,3,1,0.0,0.0,3,0.0,18
Counseling,OFTECH,OFTECH 33,2820,VALDIVIA O,6,1,1,2,1,0.0,1,0.0,3,0.0,15
Dance,DANCE,DANCE 2,1764,SUSILOWATI S,22,8,2,0.0,1,0.0,0.0,0.0,6,0.0,39
Dance,DANCE,DANCE 2,1765,SUSILOWATI S,12,3,5,0.0,1,2,0.0,0.0,5,0.0,28
Dance,DANCE,DANCE 2,1766,VAN WORMER V M,6,6,2,1,7,2,0.0,0.0,6,0.0,30
Dance,DANCE,DANCE 2,1767,SUSILOWATI S,12,9,1,0.0,1,1,1,0.0,15,0.0,40
Dance,DANCE,DANCE 5,1768,LEE J Y,7,6,4,0.0,2,0.0,1,0.0,9,0.0,29
Dance,DANCE,DANCE 5,1769,LEE J Y,2,4,1,2,3,0.0,0.0,0.0,5,0.0,17
Dance,DANCE,DANCE 10,1771,TOMASIC M T,5,1,0.0,2,1,0.0,1,0.0,5,0.0,15
Dance,DANCE,DANCE 11,1772,JORDAN A N,3,0.0,2,0.0,0.0,0.0,0.0,0.0,3,0.0,8
Dance,DANCE,DANCE 11,1773,MORENO M O,10,4,2,1,1,0.0,0.0,0.0,2,0.0,20
Dance,DANCE,DANCE 11,3222,MORENO M O,13,4,3,0.0,0.0,0.0,0.0,0.0,2,0.0,22
Dance,DANCE,DANCE 12,1774,MORENO M O,11,3,1,1,1,0.0,0.0,0.0,1,0.0,18
Dance,DANCE,DANCE 13,1775,MORENO M O,1,3,0.0,0.0,0.0,0.0,0.0,1,2,0.0,7
Dance,DANCE,DANCE 14,1776,MORENO M O,10,1,1,0.0,3,1,0.0,0.0,1,0.0,17
Dance,DANCE,DANCE 15,1777,MORENO M O,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Dance,DANCE,DANCE 16,1778,MORENO M O,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2
Dance,DANCE,DANCE 17,1779,OCAMPO C,0.0,2,2,0.0,4,0.0,1,0.0,2,0.0,11
Dance,DANCE,DANCE 18,1780,OCAMPO C,4,0.0,1,0.0,2,1,0.0,0.0,0.0,0.0,8
Dance,DANCE,DANCE 20,1781,JORDAN A N,2,1,0.0,1,3,0.0,0.0,0.0,4,0.0,11
Dance,DANCE,DANCE 26A,1783,CANELLIAS L M,7,0.0,3,2,2,0.0,2,0.0,0.0,0.0,16
Dance,DANCE,DANCE 26A,3300,AYBAY OWENS S,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Dance,DANCE,DANCE 26B,1784,CANELLIAS L M,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3
Dance,DANCE,DANCE 31,1785,VAN WORMER V M,10,5,2,1,8,1,0.0,0.0,4,0.0,31
Dance,DANCE,DANCE 32,1786,MOLNAR CY A,12,4,1,0.0,1,2,0.0,0.0,4,0.0,24
Dance,DANCE,DANCE 33B,1787,GAYDOS S C,1,2,4,0.0,1,0.0,0.0,1,1,0.0,10
Dance,DANCE,DANCE 34B,1788,GAYDOS S C,3,2,1,0.0,1,0.0,0.0,1,0.0,0.0,8
Dance,DANCE,DANCE 41,1789,VAN WORMER V M,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Dance,DANCE,DANCE 41,1790,MCDONALD K E,11,4,0.0,0.0,1,0.0,0.0,0.0,1,0.0,17
Dance,DANCE,DANCE 42,1791,VAN WORMER V M,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Dance,DANCE,DANCE 42,1792,MCDONALD K E,4,1,0.0,0.0,1,0.0,0.0,0.0,2,0.0,8
Dance,DANCE,DANCE 43B,1793,AYBAY OWENS S,2,2,1,1,1,0.0,0.0,1,1,0.0,9
Dance,DANCE,DANCE 44B,1794,AYBAY OWENS S,4,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,6
Dance,DANCE,DANCE 55A,1795,LEE J Y,11,6,1,0.0,0.0,0.0,0.0,0.0,1,0.0,19
Dance,DANCE,DANCE 57A,4065,RAMIREZ RA V,3,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Dance,DANCE,DANCE 61,1796,AYBAY OWENS S,8,6,3,0.0,1,0.0,0.0,0.0,1,0.0,19
Dance,DANCE,DANCE 62,1797,AYBAY OWENS S,1,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,4
Dance,DANCE,DANCE 88B,1799,TOMASIC M T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dance,DANCE,DANCE 88B,3367,VAN WORMER V M,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dance,DANCE,DANCE 90B,1800,WOLIN-TUPAS R L,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4
Design Technology,ANIM,ANIM 1,1116,KEESHEN J F,17,7,7,3,0.0,0.0,0.0,0.0,2,0.0,36
Design Technology,ANIM,ANIM 1,4011,KEESHEN J F,15,6,1,2,0.0,1,0.0,0.0,10,0.0,35
Design Technology,ANIM,ANIM 2,1117,SHOW M J,9,7,0.0,0.0,4,0.0,1,0.0,3,0.0,24
Design Technology,ANIM,ANIM 2,1118,BROWN S S,18,1,1,1,0.0,1,1,0.0,1,0.0,24
Design Technology,ANIM,ANIM 2,3276,KEESHEN J F,8,10,4,0.0,0.0,0.0,0.0,0.0,5,0.0,27
Design Technology,ANIM,ANIM 3,1119,FRIA C T,2,5,4,0.0,4,0.0,2,0.0,5,0.0,22
Design Technology,ANIM,ANIM 3,1120,FRIA C T,6,3,3,1,1,1,0.0,0.0,7,0.0,22
Design Technology,ANIM,ANIM 3,3277,FRIA C T,4,3,2,0.0,1,0.0,0.0,0.0,12,0.0,22
Design Technology,ANIM,ANIM 4,1121,KLAUTKY E K,9,6,1,1,0.0,2,0.0,0.0,4,0.0,23
Design Technology,ANIM,ANIM 4,1122,KLAUTKY E K,10,3,2,1,0.0,0.0,0.0,0.0,4,0.0,20
Design Technology,ANIM,ANIM 5,1123,POIRIER N P,32,3,0.0,0.0,2,1,0.0,0.0,5,0.0,43
Design Technology,ANIM,ANIM 18,1124,MESSER J H,16,5,1,1,3,0.0,1,0.0,2,0.0,29
Design Technology,ANIM,ANIM 19,1125,MESSER J H,16,3,2,0.0,4,0.0,1,0.0,1,0.0,27
Design Technology,ANIM,ANIM 20,1126,DAVIS J A,5,5,0.0,0.0,3,0.0,0.0,0.0,4,0.0,17
Design Technology,ANIM,ANIM 20,4012,KEESHEN J F,15,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Design Technology,ANIM,ANIM 30,4013,HARLOW G,3,4,0.0,1,2,0.0,0.0,1,1,0.0,12
Design Technology,ANIM,ANIM 35,1127,FRIA C T,7,2,1,0.0,1,0.0,0.0,0.0,6,0.0,17
Design Technology,ANIM,ANIM 36,4014,WILLIAMS V J,19,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,21
Design Technology,ANIM,ANIM 40,4015,DAVIS J A,9,9,2,0.0,3,0.0,0.0,0.0,3,0.0,26
Design Technology,ANIM,ANIM 75,1128,NAGEL J G,8,10,4,1,4,0.0,0.0,0.0,2,0.0,29
Design Technology,ANIM,ANIM 80,4016,KEESHEN J F,13,0.0,2,0.0,0.0,0.0,0.0,0.0,3,0.0,18
Design Technology,ANIM,ANIM 85,1129,FRIA C T,12,3,2,0.0,1,0.0,0.0,0.0,2,0.0,20
Design Technology,ARC,ARC 10,1152,CORDOVA S A,18,4,1,0.0,4,0.0,0.0,0.0,3,0.0,30
Design Technology,ARC,ARC 10,1153,ELLSWORTH W,18,1,0.0,0.0,1,0.0,0.0,0.0,7,0.0,27
Design Technology,ARC,ARC 10,3278,RABKIN B L,9,3,1,1,2,0.0,0.0,0.0,5,0.0,21
Design Technology,ARC,ARC 10,1151,CORDOVA S A,10,3,2,0.0,4,0.0,0.0,1,6,0.0,26
Design Technology,ARC,ARC 11,1154,PICCONE J R,8,5,2,1,7,1,0.0,0.0,3,1,28
Design Technology,ARC,ARC 11,1155,CAMBRON J,14,1,3,0.0,6,0.0,0.0,0.0,3,0.0,27
Design Technology,ARC,ARC 11,1156,ADAIR J S,5,6,0.0,1,1,0.0,0.0,0.0,6,0.0,19
Design Technology,ARC,ARC 20,1157,CAMBRON J,8,3,0.0,0.0,2,0.0,0.0,0.0,2,0.0,15
Design Technology,ARC,ARC 20,1158,CAMBRON J,5,0.0,0.0,0.0,5,0.0,1,0.0,1,0.0,12
Design Technology,ARC,ARC 21,1159,JACOBS R E,6,1,4,2,7,0.0,0.0,1,7,0.0,28
Design Technology,ARC,ARC 30,1161,GONZALEZ ROJAS D,3,2,1,0.0,1,0.0,0.0,0.0,5,0.0,12
Design Technology,ARC,ARC 31,1162,HOGUE J,13,3,3,0.0,6,0.0,0.0,0.0,2,0.0,27
Design Technology,ARC,ARC 32,1163,ELLSWORTH W,18,1,0.0,0.0,5,0.0,0.0,0.0,5,0.0,29
Design Technology,ARC,ARC 40,1164,GONZALEZ ROJAS D,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Design Technology,ARC,ARC 41,4019,GARCIA JO,10,1,0.0,2,4,0.0,0.0,0.0,2,0.0,19
Design Technology,ARC,ARC 70,1165,CAMBRON J,6,1,0.0,0.0,4,0.0,0.0,1,9,0.0,21
Design Technology,DESIGN,DESIGN 11,1801,TURNER L J,13,5,0.0,3,2,0.0,0.0,0.0,5,0.0,28
